,text,label
125,guys outside tnpl remember sumanth survive public media space tnu need take anti modi posture very few exceptions media completely highjacked anti modi groups poor sumanth needs survive earn money don’ expect any substance him,0
126,india has achieved all round progress under modi now selling shirts and cups india now self sufficient country after modis yrs rule unemploymentno farmers suicideno back moneypetrol price less than economy bouncing leaps and bounds ,0
127,atleast rahulji donot lie and give jumlas like what narendra modi doingso vote goes rahul for speaking the truth about the nation which under threat and danger because modijis wrong policies voter need save the nation voting favor congress,0
128,perception makes fool some call “foreign investment” others call “selling our company foreigners” modi calls former baba ramdev calls later both know they are making ppl fool foolish ppl clap for both jai hind ,0
129,modi pls come karnataka show the power youths campaigning you pls come  ೀ್ಂ್ೆ28ಕ್ೆ,1
130,modi modiji pls come karnataka and contest from karnatakawe will show the power youths karnataka for the campaigning,1
131,narendra modi government worked for national security development public welfare sushma swaraj times india ,1
132,but only modi first,2
133,through our vote ensure govt need and deserve anupam kher responds modis vote kar appeal for the 2019 elections republic world ,1
134,what this ips would have told modi who was ranting outside taj palace while the operation security agencies was ,1
135,with the election approaching disillusioned acche din have not come but nationalism has and the india that love changing surrounded modi bhakts and modi haters both whom find mildly distasteful ,1
136,this another big impossible jumla voters shud use their common sensethe farmers loan waiver still pendingneither modi had 15k give nor will the looter party ever will ,0
137,ask modi about development education unemployment inflation 2019 ralies bet will not say even single word these issues,0
138,friends dont waste time tts can convince more neutral voters vote for bjpmodi the same time instead,2
139,modi’ jan aushadhi store selling jelusil subsided prices doctor make use ,1
140,sir appears age has taken toll you earlier you were used place facts and logic your writings where now days only abuse for modi and his followers feel sorry for your readers including myself,0
141,vote kar appeals everyone during tweetstorm ,1
142,people supporting muniswamy bjp candidate kolar jai modi,2
143,ohhh wake frm dreams dude leader ppl fear our leader modi guys eagerly waiting interfering our matter interests,1
144,"when were wondering the offered modi itself was too much this would surely game changer for the country not for the party
when the hell will ever come out freebees",0
145,honesty the best policy remember gopal chaudhary harsichandra ,2
146,agar kuchh kaam nahi kiya tab sab fati padi kyu hai why that everyone has started caring for the common and poor people the answer modi honestly working eradicate all these election issues that these vultures fed ,0
147,pointadvani thought will “this far further”but the business hate every tom dick harry becomes champion business reason tough climb difficult business hate easyfall precipitousdexterous hate players like modi yogi lurk everywhere ,0
148,modi this democracy show your power now that you carry hollow inch chest chowkidar raha hai ,0
149,requesting all stop using services they are giving favor big people like vijay malya nivav modi and taking money from all like nonscene charges,1
150,source ,1
151,you are more concerned than congis for this allianceany modi will win all seven seatsdelhiites are wiser than some called journos ,2
152,such people deserve hold constitutional post politics india reaches new low calls ‘demon’ jds mla wants ‘crush jaws’ modi supporters added that modi wants put minorities jail through the legislation ,2
153,‘this election fight for the soul india’ ,1
154,want narendra modis bjp rule india forever  ,1
155,modi the only prime minister for whom common people are campaigning and you are forced come out comfort zone and campaign for your brother,0
156,who funds the 111 poor farmers who will contest against modi varanasi ,0
157,sir you should also ask whether these were really made refer abp viral sach whether modi promise crore jobs per year ,2
158,modis five years prove that sustained economic growth incompatible with toxic hindutva politics via ,2
159,open bribe people india vote for can not win modi battle,0
160,defeat modi from varanasi with lakh margin give india intelligent and learned kashi city gods varanasi worlds oldest city baar dont want feku from gujrat,2
161,bjp 350 nda 400 modi all,1
162,will good for nation modi becomes forever,2
163,dont agree with most the times but this agree 100 with him modi has business doing this after holding pms post,2
164,people vote for progress vote for development vote for modi ,1
165,who says iran against modi,1
166,other than modi this time,0
167,message for modi and shah the hindu mobs murderers and rapists who slaughtered fetuses 2002 bajrang dal vhp rss and various sena goons and hindu terrorists general ,2
168,yeah modi acts exactly like unlike mms who was puppet sonia ilks you dont like him and praise imran khan the enemy nation quite understandable,2
169,otherwise ,1
170,few days before the fake news being give land chattisgarh for mining was out but can you ppl please provide information about the sez power project jharkhand ,0
171,irony irony hear priyanka vadra speak the welfare the poor who hails from the family instrumental for indias poor remain poor all these years not modi who was born with silver spoon the gandhi parivaar,0
172,with welfare delivery gst ibc and feo place modi can exit psus 2nd term and use that money appoint more judges police forensic labs and fasttrack delivery justice education and healthcare citizens and invest defence india well,2
173,"nothing should come free someone paying you for freeeits bad
bcz simply means they are buying you why are you going the way modi went
give mini work guarantee mini health care guarantee
but this simply buying themjust like modi did with farmar ",0
174,"
modiji wont tired crying foul
main chowkidar hun desh tijoari panja nahi padne dunga but deshbhakt and servent people 14days bfr modi govt conveniently changed rules sez for adani kick back",0
175,good acting but modi better,2
176,well theyll cut the budget and arrange its the foremost step that need taken they cant back down after announcing todays scenario hope modi also comes with such plan for ultra poor ,0
177,from selling dreams 2014 selling tshirts 2019 modi sure has come long way,2
178,true chowkidar shri narendra modi team extends legitimate support both rich poor through encouraging rich generate jobs poor govt providing several welfare schemes for poor ayushman bharathousing for allfree lpg connections electricity for all ,0
179,agree but only during the tenure modiganga rejuvenation works have started working,1
180,chandrababu naidu calls modi ‘demon’ jds mla wants ‘crush jaws’ modi supporters politics india reaches new low,2
181,nirav modi will handed india phases during election dates  ,1
182,hope you say its okay decision fight ameti confirmed would great relief support congress party all over india except delhi aap kejriwal should the fight against modi,2
183,pls dont beg for tagging for tat neeed something concrete for the society unfortunately all tweets are rubbish pappu making advertisement tats modi ignored you ,0
184,smitri irani was graduate 2004 and 12th class pass 2019 like like her cabinet modi finished his first and then completed and has computerized mark sheet when computer existed only happens india ,2
185,"bjp nothing mandya
congress all set wrest bangalore central there difference and alliance with aap
arent they the primary reason why bjp and modi rose power ",2
186,under modi and bjp its hindunationalist india sweetiepie ,1
187,narendra modi honest indian this good person,2
188,but telling jaitley modi duo has knowledge economy,1
189,pure radical islamic terrorists organizations supporter hai plz careful from the dirty tricks brutal mullas should arrested under the national security act and put behind the bar for the offence alleged for long time tabhi mumkin hai kunki modi ,0
190,country like india where youth and peoples are thinking about rise above and growth our modi spreading idea selling pakoda and becoming chowkidar definitly has distressed many peoples,2
191,modi promised lakhs 2014 body questions him his betrayal why media channels keeping quiet they are afraid ask modi his fooling around the people,0
192,what wrong using fingersany way didnt you ever used fingers always were dependent carrots raddish gourd back hindutva modi does that also mean scum backs another anyway rss apna haath jagannath,0
193,thank you modi time resolve all issues including kashmir imran khan pms pakistan day message ,1
194,india prime ministeri grateful the party modi and amit shah ravi shankar prasad ,1
195,the only business flourish under are businesses embezzlement via ,1
196,narendra modi more brainy than all the drswamys the world put together modi also dharmic and has humane heart something one wishes swamy shall have someday the line that divides chanakya and shakuni dharma modi chanakya and chowkidar but drswamy,2
197,would ready for raj thakrey goes for post atleast will not hypocrite like modi,2
198,also chowkidar our torchbearer chowkidar modi ,1
199,unique encyclopedia site media not court made muslims fear modi should they prop him ,2
200,life wake criticize modi sleep repeat,1
201,modi failed fulfill his promise ₹ lakh every individual but created epic misadventures like demonetization contrast congress president ensured farmers loan waiver all states promised during polls ,0
202,modi will back and after his second term you will not able find poor underprivileged ppl fool around with ppl will lead life dignity and not beg ,0
203,sir you ignore such people nobody cares are firmly with you modi,0
204,late 40s excuse for being hurry want see the resurgence hindus before end,0
205,"professors and researchers from jnu bhu launch academics for namo campaign support modi
",1
206,compete with modi you and like minded people built aap now kicked out from that party whats your opinion about that,1
207,why need modi again 2019 defeat the forces ,1
208,"
today’ youth want job creators and not just job seekers youth think big and take risks they need someone believe them modi govt does
via namo app",1
209,for new india can vote for shri narendra modi ,2
210,bhi chokidar support modi sir clean india,2
211,passed expected from modi government ,0
212,and also that modi bjp are the indian army ,1
213,lost bargarh kalahandi even before election may wrong idea about the ground reality about bjp modi coming kalahandi jeypore 29th march 1st april,0
214,anything congress says there immediate reaction opinions and counter opinions but when modi talks crap and lies and follows with jhumlas you guys say nothing,0
215,the only known eradication terrorism were punjabsrilanka bosnia chechnya none them were bloodless,1
216,the three codes modi cracked give india huge foreign policy jumpstart via ,2
217,"good thinking about poor
modi never see poor sbke bare sochte rahul",0
218,green underwear missing ive been doubting isi all this while but now got text from raga modi sold that ambani ,0
219,"reaction modis 4th pillar  modi wave
big loss for congress advantage bjp
congress shaken divided weak this how congress going fight election",0
220,"yes bcuz india sent lot terrorists balochistan for terrorists activities but failed  
our educated person not like modi who kills his own people win election even for peace our released abhinanden moreover dont smoke stupid indian ",2
221,through our vote ensure govt need and deserve anupam kher responds modis vote kar appeal for the 2019 elections via namo app ,1
222,modi can give the riches rahul can our poor ,0
223,the real nirav modi ran away right under your nose your chowkidari,2
224,ask election commission btw theres difference youre right modi sir plz the needful asap ,2
225,india prime ministerchowkidar has become synonymous with patriotism modi tells lakh security guards ,1
226,well barkha dutt has also blocked mei didnt use any bad language gesture against herbut maybe she saw picwhere she saw modiji front bhakto dar kar bhag rahe hain chamche saare kaho dilse chamcho jalane ayenge modi firse,0
227,from selling tshirts selling the whole country thats narendra modi for you ,2
228,modi launch poll campaign from wardha via ,1
229,air india rolls back boarding passes that had modi’ image ,1
230,dont think you bought anything why whining elections are the card let people decide whether they want buy from modi not and dont blame evms 23rd may eci has clearly said yhat elections will held using evms dont vote you dont trust evm,2
231,"always surprises when otherwise intelligent people appreciate this fake person
abuses hurled narendra modi are unparalleled narendra modi hasn’ abused him except saying shahzada last time this time namdar aware what defines india not",2
232,incompatible with life patients struggle with modi governments policy nutrition ,1
233,proving hard erase from the myriad places has inserted himself into ,0
234,exactly dont chose modi who failed retaliate after pakistani jets attempted bomb indias military installations ,0
235,wonderful our chowkidar shri narendra modi pride india every aspect every movement salute ,2
236,modi like that friend wholl ask you share his events but when the actors are slow ticket sales wont share their movies,0
237,but still will vote for modi ,1
238,why this election looking like modi versus nothing swarajya ,1
239,here are 200 reasons vote modi fragile five fastest growing economy india 11th largest 5th largest economy india share world gdp from 243 2014 308 2018 average gdp against previous regime,0
240,modi has finished all corruption the cabinet level former ambass via ,1
241,"home their own everyone’ dream and the poor have this dream too with the construction 148 crore houses for the rural poor this dream being fulfilled modi government
via namo app",0
242,game changer name changer ,0
243,why need modi lead bjp government again 2019 jammu and kashmir police says baramula now free from local terrorists years vote for new india namo again  ,2
244,thought petta was the most antibjp movie recent times  ,2
245,modi respect you lot sir please include chartered accountants well the list undoubtedly incomplete,1
246,lets see when will modi and shahs karma catchup,1
247,you showed your hypocrisy using modi here you could have tweeted directly khan but can understand you have maintain your chaplusi,2
248,modi the darling business must ,1
249,haha congress going gaga over this after looting from air land east west land currency they are accusing bjp looting template this the change modi brought ,2
250,"
modi govt has provided lpg connections under ujjwala yojana which helping women their families get rid health issues caused indoor air pollution via namo app",1
251,sir big bjp modi supporter among those called sir can’ vote against won’ voting all this time because poor handling stupid leaders like mla surendra singh our party,0
252,"images ursula andress from james bond movie resurface sonia gandhi’ photographs individual users facebook were the forefront sharing these images including facebook group support narendra modi 2019
",1
253,once again modi dobara,1
254,narendra modi speech election speech via ,1
255,modi hai mumkin hai indian railways stations are now stunning beyond belief revamped stations that will leave younbspawestruck ,2
256,breaking congress won 2019 rahul gandhi unveils minimum income support scheme crore poor people get 72000 per year elections news the indian express via ,0
257,can modi match intellectual and with class presentations must starting salute sir ,2
258,modi cheerleaders can help him sell tshits caps ,1
259,exactly people will actually pay listen modi unlike their stupid raga this great idea btw you should consider this one might help generate lot revenue for the party people would love contribute,2
260,the whole country confused noe further compounded modipls decide the chowidar salesman,0
261,"modi hater
modi liar
modi not secular living this country since modi govt came into the power and living delhi well
when did all happen when people started each other and why this nowhe wasnt even power",0
262,stop this pitting bjp the largest party the world not like pdp only faltu lalkaro maatthere pan national vision modiji which you fail understand,0
263,"hahaha said the burden proofs lied and failed independant authorities released reports but empty headed indians believed modiwantedvotesand hide corruption rafales
almost had hinduism eliminatedfrom earth should thankful khan for deescillation",0
264,lok sabha election 2019 live made possible says ganga yatra ,2
265,one vote can make all the difference anil kapoor answers modis election 2019 clarion call extends support his vote kar campaign ,1
266,and our eam has the audacity question pakistan forcible conversion shame her,2
267,want vote for prayagraj loksabha seat favour nation favour respected modi but working south and vote need take leave for 34days which not possible please help ,1
268,will see more such attacks hindus modi supporters ,2
269,finally this what has come the prime minister india selling shirts modi literally disgracing the ’ office ,1
270,what kind ans you are expecting from modi will say nothing are not his kasmiri laals,2
271,dont worry sir have created the entire mood for the common people that give vote modi and win from 400 seats ,2
272,thanks modi porn sites are banned,2
273,surat women perform yagna seeks divine grace for narendra modi become again ,1
274,stop saying like that you dirty paid media mafias see here how your chowkidar modi hobnobs with miya imran look before you leap ,0
275,"the airline said the passes featuring the photographs would withdrawn they are found violation the model code conduct
",1
276,firmly believe that under the leadership narendra modi ्े ि have aleady arrived spme degree and more are come forms the govt the center again after the upcoming elections his image ,2
277,appeals everyone during tweetstorm via namo app ,1
278,thats modi magic ghochu,2
279,apply your logic extremist leader modi,1
280,east west modi best,2
281,must use our right and modi,2
282,have all these qualities modi and more strong leadership,2
283,are you stupid you know modi decides contest from trivandrum what would your position will cake walk for modi people trivandrum well informed,0
284,remember bjp hindu party and they are moving very cautiously that there turmoil major proportion topple development agenda,2
285,our country stands the threshold total dictatorship people vote for bjp the current elections people wake and vote for change behtar bharat save our constitution vote these corrupt modi out ,0
286,modi owes his rise jaitley jaitley abv was going have him for breakfast post 2002 ,1
287,"saw bite wont expected you voice out your opinions rather than manipulated modi media
has never had internal rebellion and cross voting
trust well win ",2
288,sayscongress cannot see ppl remaining poor this 21st century whos responsible for this sudden soft corner poor said his project directly benefit poor kese modi jam bjp should strongly counter with arithmetics,0
289,right now news channel should discuss modi government 2014 manifesto how many promises fulfilled how many still pipeline but what they are discussing and showing sapna choudhary hema malinis banke biahri mandir,2
290,dont expect that modi will take action against the perpetrators cow and mob lynching infact silently supported those hate mongers,0
291,when maulvis imams madrasas mosques and padres reverends various churches chapels are spewing venom modi think can choose ignore this,1
292,the way you killed the poor people for fulfilling garibi hatao slogan chill modi pucca for second term dont want pakistan rejoicing with mani shankar aiyar navjyot singh sidhu,0
293,"surat women perform yagna seeks divine grace for narendra modi become again
",1
294,the country needs this fascist modi cant allowed continue loot indians need govt under that will work for common man,0
295,"well isnt this how social media platform work study reveals modi engaged sachin tendulkar and amitabh bachchan twitter increase visiblity
",2
296,must have meant nirav modi ,1
297,2019 election the election for those poor people this election destroy terrorism this election stop corruption and this agenda only solve under the supervision shri shri narendra modi give vote for development ,0
298,after minister’ “impotent” slur opposition drags modi – ndtv news ,1
299,this things they will unblock 1hate narendra modi praise rahul gadhu know its toughbut thats the only way,1
300,"pts watch swamys
blind bhakts watch modi and jaitley
pokkris watch sri reddys audience for all three are different therefore pts views matter",0
301,narendra modi pulling india back the 1970s news which came washington post jan23 2017 dont want see this type news select good party rule ,2
302,zee will ensure youth sensitised about duty vote punit goenka replies narendra modi ,1
303,aapa not educated modi gave birth her new technology ,2
304,anil ambani lost the most during modi regime here proof ,2
305,voting for non bjp parties would take country into forever underdeveloped these corrupt would forever spoil future next gen vote for modi alone ,0
306,need educated prime minister who doesn’ hate minority and does blunders like demonetisation rahul would still better than lallu gawar modi,0
307,pak has dropped two indian pilots his territory one has been released pak and where second one bhagwa traitors modi media asking about missing pilots shame,0
308,diwali will celebrated all across india modi loses but wins there will more celebrations terror camps they have found out only rhetoric action for nearly years failed rule him,2
309,petrol diesel and gas prices not rise ,1
310,its modi chor corrupt maha thugbandhan janta with modi ,0
311,stupid modi face was violation code what abt the name delhi airport bloody slave,0
312,everything takes time you have lose your pride you have lose your mind just find your peace mind you gotta trust the signs,1
313,indians are not used decisive professional govt with culture perform getting upa like govt like heading for disaster corruption maligning hindus modi the best bet for india until 2030 and then will see india among top economies the world,2
314,when can put the name vadera her name while news channels get shy away and even fight with people someone calls her that the lady being touted congress savior while cant even take over tajinder leave shah and modi likes ,0
315,hating modi has become fashion for dumb people display their intelligence,0
316,‘ you don’ vote you have right complain’ parineeti chopra ekta kapoor sidharth malhotra strongly respond modi’ ‘vote kar’ election 2019 initiative republic world ,2
317,you account credited guess all the best and keep reporting your selective outrage keep blaming modi for issues level ,2
318,nobody will know you are unskilled and useless piece shit you blame modi government for unemployment ,0
319,modis partner ,1
320,rajasthan governor kalyan singh throw’ ‘dignity governor’’ office out window wants modi return ,2
321,the modi govt failure what you call the congress govts minus raos the rest them including vajpayees disgrace india,0
322,yes among others such kundu committee under modi,1
323,wish modi too wins with land sliding victory india,2
324,all chor thug scamsters corrupts trying stop modi resume their business corruption,1
325,hate modi because wants ride victory again using the valour our armed forces can stoop any level protect his throne has nothing speak his failed policies know for fact that hes one despicable human being ,0
326,very interesting 2019 election bjp said congressi chor congressi said modi chor matter should decision who chor like babri case,2
327,all ambanis adanis mallayas parekhs gaurs etc have prospered congress culture and under congress supervision only your party showed them the corrupt practices modi govt one the transparent govt ever,0
328,will these channels say modi also scared contests from two seats even propoganda needs little decency,0
329,"you may think have lot hatred for bjp modi
but the truth grateful them bjp rss helped understand what means with the congress what means indianhindu shiv bhakt ",1
330,narendra modi prime minister india’ temple elephant’ desperately need help sign the petition via ,0
331,another giveaway program the name welfare scheme that would poorly planned and implemented the modi govt has least made attempt develop skills and create entrepreneurial culture right from the grassroots level,0
332,keeping mind that you look like prashant kishore modi should consider your suggestion ,1
