,text,label
146,opposition always resorted mockery personal attacks communal divide and unhealthy criticisms you have other agenda than remove modi for that very purpose you even allied with arch rival bsp now you are feeling the heat being exposed before people,0
147,modi mother elected more khans would killed ,2
148,from the very beginningmodi doing wada faramoshi you dont believe take example used say giving lakhs every indian and after years governance failed fulfill his promise ,0
149,who gave nirav modi money surely same ppl will not chase him get him back use common sense,0
150,stupid modi face was violation code what abt the name delhi airport bloody slave,0
151,rahulgandhi has announced minimum income guarantee all poor modi announces rs500 per month farmers holding below acres land  the best congress for all  ,2
152,for new india can vote for shri narendra modi ,2
153,hope people crushed his jaw because shouted modi modi ,0
154,defeat modi else will prime minister for ever arvind kejriwal india news times india ,1
155,"well killing cockroaches who makws dirty our home necessary
btw imran called and said yes india killed our 300 terrorists and told modi hope you got the answer ",0
156,those who are comparing should know that there cannot comparison between and period,1
157,things like demonetisation gst goods and services tax…the upper castes would sort either view favourably say that need give this more time other castes like dalits the muslims were more against because that’ just not modi’ constituency2,2
158,modi’ village electrification among world’ biggest successes this year says this report ,1
159,modi era nothing wrong right except what bhakts consider correct new india not secular democratic country ruled law but ruled wishes majority,0
160,"you try your best
never back modi the best",2
161,modi govt met disinvestment target only because one public sector company bought another ,1
162,thiugh nehru not alive but still alive heart modi for every failure nehru responsible ,0
163,here are some the ways which the adani project stands gain from sez status ,1
164,will not wear heart while vote this timechances heart failure,0
165,for bjprss education tool for ideological indoctrination not means empower people modi govts new diktat students will only research those topics which please the emperor ,2
166,kejriwal only repeating what bjp sakshi maharaj said weeks before said modi elected for the second term then there will not elections all after 2024 you should also tweet this sakshi maharaj also,1
167,shi kha yadav who can forget modi contest from seats 2014,1
168,even after having share seats delhi assembly fears and look for option tie modi fear clearly seen ,2
169,kiya tho refresh maarkefir comment karo ,1
170,how much yearly fund was allocated the and how much they spent can come with the white paper and ask your mlas too karnataka that will get seats have that leadreship this dont rely modi ,2
171,sad not sure upa sure modi modi modi without doubt,0
172,enough mongering take steps like they are the worst faith race the worldtry keeping weapon your house walk the streets threaten ppl you will not are built diffrently 2014 has been break through then 201924 will trail blazer,0
173,varanasi loksabha seat against modi aap gives congress congress gives gives bsp bsp candidate joins bjp  too much fun ,2
174,seems have more confidence modi than usual bhakts ,2
175,according yogi imran masood kin azhar masood according this logic nirav modi lalit modi and narendra modi are brothers from the same mother,1
176,mere bhai mai bhi 2010 graduate hucongress kon rojgaar faila rakha thabhai chor hai only bjp only modi for strong nation,0
177,inc doing better with modishah the helm bjp not poaching experienced inc leaders fill their own lacunae  far dynasty word concerned have hard look within bjp for bail despite powerful yrs bjp could only manage much  ,2
178,shameless fakendra modis fake company members,0
179,new post added mumbai press official site producer sandip ssingh turns singer for narendra modi biopic ,2
180,"she has asked three questions from modi and her questions are valid you could kindly answer them small vides minute but important
",2
181,one business any profession would have enough guts now join cong bcs the fear investigating agencies which isn’ independent even officially since modi uses balatantly his personal stooge and weapon meet his political necessity ,1
182,have never said that modi succeed yet even also criticizes modi for not haven better plan for demonotisation but just believe that better that rahul gandhi,2
183,atleast rahulji donot lie and give jumlas like what narendra modi doingso vote goes rahul for speaking the truth about the nation which under threat and danger because modijis wrong policies voter need save the nation voting favor congress,0
184,modi wasnt there ambedkars timebesides learn your own historyignorance blissambedkar came the constituent assemblyvia west bengal aided mondal,2
185,"keeping elections mind this may add fuel the fire
modi wise enough use this best possible manner though have reservations pending sanctions prosecute finance ministry officials were only received during his absence",2
186,"
major sources corruption were middlemen between the disbursal govt resources and the end beneficiary modi govt has solved this transfering the benefits directly the bank account beneficiaries thus reaching poorest poor
via namo app",0
187,always modi,1
188,final days modi government adani project jharkhand becomes indias first power sector sez this will help adani save billion annually excellent story ,2
189,"momota begum will let her state become total shithole than let anyone else bring development and hog limelight
and dont just mean modi",0
190,malnutrition india narendra modi and rahul gandhi’ constituencies are among the worst affected via ,0
191,with the election approaching disillusioned acche din have not come but nationalism has and the india that love changing surrounded modi bhakts and modi haters both whom find mildly distasteful ,1
192,transformation indian railways under modiji governmenta step step information ,1
193,trying prove your loyalty modi seems indian muslims have been trying that well don’ seem make any difference though still getting beaten their own homes and asked pakistan keep trying though may get lucky ,2
194,why modi have not held single press conference why can’ speak and answer the questions why only false speeches public conference this not what looking forward our prime minister  ,0
195,planning order one after receiving lakhs that one man called modi now india offered almost years ago but would live have the tag tshirt☺️ ,2
196,modimodii will say this 1000 times that slave hdd has guts come slap will show him the hell,1
197,when modi promised “minimum government maximum governance” expected him begin the difficult job reforming the state why does take years get justice state should and not business and should exit psus and temples,0
198,"
modi govts efforts last years governance reforms have been institutionalise honesty way that every system and institution designed inculcate well inspire honesty
via namo app",1
199,sir impress voters the elections between trskedikcr ap5crsncbn not between ycp jsp jagan musugu remove cheste kcr unttadu kcr musugu remove chesete chormodi unttadu brought voters they votes ycpjsp 5crs will not get krishnagodavarione lakh due,0
200,breaking news jem chief masood azhar dead some modi bhakts spreading lies just for votes the demon still alive has killed genuinely not rumours,0
201,modi kaa rally ,1
202,still majority people still believe fake news open your people dynasty politics vena,0
203,congress walo baar cunao mei pata lag jayega what modi request you wait and enjoy the moment ,2
204,modi returns power will become foreverwhat about you sisodiaji will overthrow you from cmship,1
205,microsoft ceo satya nadella praises modis record ease doing business times india ,1
206,sharam karodesh ghotale bech khaega tumhara just because modi youth have taken interest political issues youth are better judge the right and wrong ,2
207,ill give you cap put whistle your neck akbaruddin owaisi attacks modi over chowkidaar campaign click here ,0
208,lol who gonna marry her hippopotamus every unmarried men become hitler and modi unmarrieddivorced women become feminists with agenda destroy everyones peaceful life get life miss marvi ,2
209,havent read your answer yet but sure its trump modi even leader can darpok who cant even sign the setu file gathering dust his desk for last years even leader now will read your answer  ,2
210,across the aisle want managers not just watchmen the indian express via ,1
211,obc pass general log pass rrb rpf constable cut off 2019 anusaryr modi hatao,2
212,intentions clearly not correct javed akhtar ‘modi’ credit ,0
213,wonder indias industraliat who batted for modi and his governance had high expectations from bring ceo india pre 2014 being reduced mere salesman 2019 ,0
214,"modi govt has done remarkable job making corruption free india ultimate success shall achieved when corrupt are jailed modi govts vision corruptionfree india ensuring that all those who looted the country are now facing the law
via namo app",2
215,fools dont realize that modi creating awareness against corruption this massive campaign spreading nationalism unlike congress which promoted corruption nepotism its heydays,1
216,"
the foundation for new india 2022 has already been laid the modi govt with the vision housing health and education for all india realising its aspirations towards prosperous future via namo app",2
217,modi will endup mad manlike hitler mussolini pinochet nero stalin,0
218,india already liberal tolrent and has become truly secular during modi regime seudo secularism propagated congress has been discouraged now,1
219,modi has deliberately done this drama and now claiming that chowkidar people should elect him only can catch fugitive like nirav and bring ,2
220,tulsi gabbard rejected interviews with tyt but chats with tucker carlson tucker carlson one the world’ most prominent white nationalist propagandists she also supports drone strikes torture and supports modi assad and other genocidal monsters she’ leftist,2
221,yes cannot make any knee jerk moves drastic action even after has 100 legal the parliment and via pleas ammendments with ratification via courts but art minority has addressed make majority also part parcel our rights,2
222,this comes from cabinet which has scholars like modi smriti and hema time introspect,1
223,"centre state govts working together make india tbfree 2025 narendra modi
",1
224,everything takes time you have lose your pride you have lose your mind just find your peace mind you gotta trust the signs,1
225,india needs leader like rahul gandhi not liar like narendra modi ,1
226,some ppl gone crazy after modi came ,0
227,through our vote ensure govt need and deserve anupam kher responds modis vote kar appeal for the 2019 elections via namo app ,1
228,"those who themselves dont know how many fathers they have mother has idea who her kids are start and end their careers making puncture think the same way about others
waise amit modi kaun hai
naya aya hai kya maidan mein",2
229,how can immature bail pres rahulgandhi take decision this matter when hasnt ever taken any decision being totally incompetent due his lack education knowledge experience understanding anything except mouthing lies and abuses against modi due modifobia,0
230,malnutrition india and constituencies among worst affected mallikarjun kharge’ gulbarga fared worst malnutrition indicators among highprofile constituencies thiruvananthapuram best ,0
231,raghuram rajan sent list high profile bank fraudsters modi early months his office and thereafter some reminders but modi failed act and why also not thug but claiming chowkidaar,0
232,vote for modi ,1
233,why modi’ chowkidar campaign nonstarter ,1
234,perception makes fool some call “foreign investment” others call “selling our company foreigners” modi calls former baba ramdev calls later both know they are making ppl fool foolish ppl clap for both jai hind ,0
235,modi the countryhe worked chaiwala not chowkidarbut thanks the corrupt fraudulent activities etc had take the avatar ,0
236,india was 1st large country upgraded since 200708 would have been very bad shape years come was not modi who won 2014 are growing fast rate like never and our future secure only gets reelected,0
237,"
the debit card introduced govt people banks are under loss people are stopped putting money they wanted tax people the name service digital india started very loss for poor people they brought misery one the utter flop modi govt",0
238,voted for modi last time but never again economy screwed hate ideology being propagated need not rahul but any one other than modi the next few weeks will tell there way bjp will get majority the propagandas only social media,0
239,will see more such attacks hindus modi supporters ,2
240,congress itself came jds before the election results were out jds didn’ beg them ’ all election gimik modi was biggest opposition nitish kumar bihar say that ,1
241,she piggybacked modi wave one knew who she was politically 2014 there’ way she winning 2019 especially when whole bjp nosediving bihar rahul will regain his 25lac majority ‘,2
242,letter friend who happens modi supporter via ,1
243,gujrat model failure and modi lied ,0
244,modi govt hindus are behaving wildly,2
245,"surat women perform yagna seeks divine grace for narendra modi become again
",1
246,allow only modi ,1
247,"worlds biggest electric car manufacturer confirms will enter india 2019 ceo founder tesla motors confirmed this today
will one the biggest make india success for modi ",2
248,speak out priyanka vadra else say achievement are serious like robert congis wer quick say 2014 wen modi was inaugurating sum unleft projects term taking credit ,1
249,with upcoming election india saga going important pair look current modi leads govt elected with deal brexit combination this weekly looks juicy bears imho ,2
250,"modis support isnt because his popularity true leader
his support the outcome muslim hate remove and zero ",0
251,arvind why you are fearing modi saab,1
252,dear all tsunami favour modi 2019 coming from all corner from within india and from our nri community living abroad because all firmly believe modi the only solutions take india new heights future belongs modi once again 2019,0
253,many matters national objecftives requiring serious remaining why modi and rahul after the trivial chowkidar issue political statndards are declining below substandard level,2
254,sir you should also ask whether these were really made refer abp viral sach whether modi promise crore jobs per year ,2
255,tweet this telugu touch more local issues dont simply ride modi wave get the ground immediately this twittering english wont work guys simply wasted years time,2
256,amit shah obvious choice for bjp after modi,1
257,must read ,1
258,dont judge modi and his band fake chowkidhars who are bloodthirsty and hate mongers they have talibanized the indian mindsets ,0
259,"
one thing reveals specifically this picture that modiji and shahjis friendship unparalleled
modiji aur shahji dosti anupam hai ",1
260,sources his way address election rally candidate met staunch supporter modi aunindyo yadi sarkar banati hai tumko lakh milega bhakt kese jese lakh mile wese  ,1
261,youtube video you might like modi and bangladeshi jointly unveil several projects bangladesh,1
262,before 2014 hindustan has seen the worst for hindus own maj hindu rashtra who thrashed the rascal faces these anti indian politiciansantinationals urban naxals wait watch after modis win pakistan mein bhi hindu hona garv baat hogi✌,2
263,ratan naval tata family patriarch the billion tata empire has lavished praise prime minister narendra modi underscoring that his leadership what the country needsat this point time and urging citizens rally round his vision create new india,0
264,ghanta better bring some good leaders are fed with bjp but when see rahul gandhi then think modi much better choice,2
265,hurrah welcome for chinook multi role helicopter really proud modi for right steps make strong nation urge people walk matching disciplined steps like fauji with modi for development and flying indian tiranga all our planets,2
266,modi tags his appeal celebrities reports sanjay sharma ,1
267,leaving aside for the time being the idiocy this statement show modi doing shirshasana ,0
268,called his mother jersey cow and him hybrid calf what you expect back modi has single handedly dragged down the level political discourse india,0
269,"
modi govts vision corruptionfree india ensuring that all those who looted the country are now facing the law
via namo app",1
270,"have two options this elections choose from
… lotus
… lootus nice lines seen banner bangalore want india modified agar majburi naam mahatma gandhi hai majbuti naam narendra modi hai modi for vision rahul for division",2
271,then what chowkidar modi jee will remove his “chaddi” and turn around,1
272,modi govt’ efforts bear fruits malnutrition india down years ,0
273,opportunistic unholy alliance for grabbing power any cost bsp rivals ever since joined defeat modi without any ideology vision now congress too joins bandwagon only with limited agenda defeat modi people must reject such opportunistic alliance,0
274,"unemployment rate years high
male labor force shrinked since 2014
due fear being exposed modi didnt dare publish employment report mudra scheme till date",2
275,late 40s excuse for being hurry want see the resurgence hindus before end,0
276,you dont need lawyer like modi jokes asked about putin via ,1
277,modi and his bum pals are the kind chowkidars who give chowkidars bad name keep watch while some criminal who has bribed them loots the very people the chowkidars are meant protect,0
278,also chowkidar our torchbearer chowkidar modi ,1
279,all nationalists support modi,1
280,"what your logic sir
could you please throw some light the logic behind your tweet that bjpnda will lose modi fights from bengaluru south",1
281,are you talking about that program where you allow only those persons speak who can praise you sorry modi kaka not interested ,0
282,fools and inexperienced are damaging more and ruling lessmodi hatao and india bachao ,2
283,has congress resign for 1984 1990 modi has clearly said you find wrong hang public place,0
284,cong can see the writing the wall they are finished modi has development and reforms agenda while cong has loot agenda modi has made million chowkidar and request ,1
285,nothing else its modi phobia,1
286,indias rupee goes from asias worst bestperforming currency just five weeks via ,0
287,then shld have election between mms and modi international scale that will awesome see who will comand ,2
288,1960s lal bahadur shatri resigned because train accident and that was mistake line men since could not give signal time but 2002 there were 1000 killed but still modis did not give resign but atal bihari vajpaye wanted him resign ciz modi power lusty,0
289,bjp have major role destabilising our country breaking harmony why you are ignoring this fact bjp and modi are taking all credit give them the credit for dividing people based caste colour creed religion language profession regions and even food india shining,2
290,strict policing that too health system sir regulation the last thing our mci and ima allow ima comes out with banner posters even first hint any kind regulatory attempt state even full majority modi govt couldnt pass nmc bill,2
291,remember bjp hindu party and they are moving very cautiously that there turmoil major proportion topple development agenda,2
292,entrepreneurs are rising india after modi govt created system for them took care their tax concerns and created infra for them incubate well never happened congress you guys just want power sit and shit its simple for you,0
293,talk all the nonsense and continue all the drama will vote for modi ,1
294,condoles loss lives due bus accident maharashtra ,0
295,why just ten there 100 reasons vote for modi and bjp party where every leader equally contributed and commited build new india better india and modi’ team invincbleit’ countrys fortune have leader like modiit’ country wil win modi wins,2
296,"rahul gandhi life goals are simple become india
⬇️
grow potatoes grabbed land
⬇️
make gold modi jealous  ",1
297,did modi eat beef biryani and sleep asaduddin owaisi ,1
298,the last years modi has donned hats star salesman few industrialists bjp star campaigner india the duration success failure each role will vary depending whether you are liberal bhakth,0
299,issuing boarding passes with photos them isnt this flouting election code conduct misuse office modi railway tickets with his photos too indira gandhi was disqualified for much less 1975 ,0
300,mamata good leader mamata deski dusmon har har modi ghar ghar modi modi the great leader the world,2
301,achhe din vikas black money jobs the only thing found post2014 new india ➡ modi lies ,0
302,ा िु ी ीं ै look our faces don’ you see the courage and grit face our father modi ,1
